provider,decile,cumulative_percentage,group,location_no,location_yes
Anglia Ruskin University,0,0,enrolment,1,1
Anglia Ruskin University,1,5,enrolment,1,1
Anglia Ruskin University,2,12,enrolment,1,1
Anglia Ruskin University,3,20,enrolment,1,1
Anglia Ruskin University,4,30,enrolment,1,1
Anglia Ruskin University,5,41,enrolment,1,1
Anglia Ruskin University,6,53,enrolment,1,1
Anglia Ruskin University,7,68,enrolment,1,1
Anglia Ruskin University,8,82,enrolment,1,1
Anglia Ruskin University,9,91,enrolment,1,1
Anglia Ruskin University,10,100,enrolment,1,1
The University of Central Lancashire,0,0,enrolment,1,1
The University of Central Lancashire,1,8,enrolment,1,1
The University of Central Lancashire,2,17,enrolment,1,1
The University of Central Lancashire,3,27,enrolment,1,1
The University of Central Lancashire,4,42,enrolment,1,1
The University of Central Lancashire,5,53,enrolment,1,1
The University of Central Lancashire,6,64,enrolment,1,1
The University of Central Lancashire,7,72,enrolment,1,1
The University of Central Lancashire,8,83,enrolment,1,1
The University of Central Lancashire,9,94,enrolment,1,1
The University of Central Lancashire,10,100,enrolment,1,1
York St John University,0,0,enrolment,1,1
York St John University,1,4,enrolment,1,1
York St John University,2,9,enrolment,1,1
York St John University,3,16,enrolment,1,1
York St John University,4,25,enrolment,1,1
York St John University,5,35,enrolment,1,1
York St John University,6,48,enrolment,1,1
York St John University,7,61,enrolment,1,1
York St John University,8,77,enrolment,1,1
York St John University,9,93,enrolment,1,1
York St John University,10,100,enrolment,1,1
"University of the Arts, London",0,0,enrolment,1,1
"University of the Arts, London",1,5,enrolment,1,1
"University of the Arts, London",2,11,enrolment,1,1
"University of the Arts, London",3,20,enrolment,1,1
"University of the Arts, London",4,29,enrolment,1,1
"University of the Arts, London",5,41,enrolment,1,1
"University of the Arts, London",6,50,enrolment,1,1
"University of the Arts, London",7,60,enrolment,1,1
"University of the Arts, London",8,71,enrolment,1,1
"University of the Arts, London",9,81,enrolment,1,1
"University of the Arts, London",10,100,enrolment,1,1
The University of Westminster,0,0,enrolment,1,1
The University of Westminster,1,17,enrolment,1,1
The University of Westminster,2,35,enrolment,1,1
The University of Westminster,3,51,enrolment,1,1
The University of Westminster,4,66,enrolment,1,1
The University of Westminster,5,76,enrolment,1,1
The University of Westminster,6,81,enrolment,1,1
The University of Westminster,7,85,enrolment,1,1
The University of Westminster,8,89,enrolment,1,1
The University of Westminster,9,92,enrolment,1,1
The University of Westminster,10,100,enrolment,1,1
University of Gloucestershire,0,0,enrolment,1,1
University of Gloucestershire,1,3,enrolment,1,1
University of Gloucestershire,2,6,enrolment,1,1
University of Gloucestershire,3,12,enrolment,1,1
University of Gloucestershire,4,18,enrolment,1,1
University of Gloucestershire,5,27,enrolment,1,1
University of Gloucestershire,6,40,enrolment,1,1
University of Gloucestershire,7,56,enrolment,1,1
University of Gloucestershire,8,74,enrolment,1,1
University of Gloucestershire,9,92,enrolment,1,1
University of Gloucestershire,10,100,enrolment,1,1
The University of Leeds,0,0,enrolment,1,1
The University of Leeds,1,2,enrolment,1,1
The University of Leeds,2,5,enrolment,1,1
The University of Leeds,3,10,enrolment,1,1
The University of Leeds,4,17,enrolment,1,1
The University of Leeds,5,24,enrolment,1,1
The University of Leeds,6,33,enrolment,1,1
The University of Leeds,7,45,enrolment,1,1
The University of Leeds,8,58,enrolment,1,1
The University of Leeds,9,75,enrolment,1,1
The University of Leeds,10,100,enrolment,1,1
The University of Chichester,0,0,enrolment,1,1
The University of Chichester,1,3,enrolment,1,1
The University of Chichester,2,8,enrolment,1,1
The University of Chichester,3,14,enrolment,1,1
The University of Chichester,4,20,enrolment,1,1
The University of Chichester,5,31,enrolment,1,1
The University of Chichester,6,45,enrolment,1,1
The University of Chichester,7,61,enrolment,1,1
The University of Chichester,8,78,enrolment,1,1
The University of Chichester,9,92,enrolment,1,1
The University of Chichester,10,100,enrolment,1,1
Kingston University,0,0,enrolment,1,1
Kingston University,1,12,enrolment,1,1
Kingston University,2,27,enrolment,1,1
Kingston University,3,39,enrolment,1,1
Kingston University,4,53,enrolment,1,1
Kingston University,5,64,enrolment,1,1
Kingston University,6,72,enrolment,1,1
Kingston University,7,79,enrolment,1,1
Kingston University,8,85,enrolment,1,1
Kingston University,9,91,enrolment,1,1
Kingston University,10,100,enrolment,1,1
Brunel University London,0,0,enrolment,1,1
Brunel University London,1,15,enrolment,1,1
Brunel University London,2,31,enrolment,1,1
Brunel University London,3,43,enrolment,1,1
Brunel University London,4,62,enrolment,1,1
Brunel University London,5,74,enrolment,1,1
Brunel University London,6,81,enrolment,1,1
Brunel University London,7,86,enrolment,1,1
Brunel University London,8,90,enrolment,1,1
Brunel University London,9,93,enrolment,1,1
Brunel University London,10,100,enrolment,1,1
Bournemouth University,0,0,enrolment,1,1
Bournemouth University,1,3,enrolment,1,1
Bournemouth University,2,8,enrolment,1,1
Bournemouth University,3,15,enrolment,1,1
Bournemouth University,4,23,enrolment,1,1
Bournemouth University,5,36,enrolment,1,1
Bournemouth University,6,49,enrolment,1,1
Bournemouth University,7,62,enrolment,1,1
Bournemouth University,8,74,enrolment,1,1
Bournemouth University,9,89,enrolment,1,1
Bournemouth University,10,100,enrolment,1,1
University for the Creative Arts,0,0,enrolment,1,1
University for the Creative Arts,1,5,enrolment,1,1
University for the Creative Arts,2,11,enrolment,1,1
University for the Creative Arts,3,19,enrolment,1,1
University for the Creative Arts,4,29,enrolment,1,1
University for the Creative Arts,5,41,enrolment,1,1
University for the Creative Arts,6,54,enrolment,1,1
University for the Creative Arts,7,66,enrolment,1,1
University for the Creative Arts,8,79,enrolment,1,1
University for the Creative Arts,9,90,enrolment,1,1
University for the Creative Arts,10,100,enrolment,1,1
The University of East London,0,0,enrolment,1,1
The University of East London,1,22,enrolment,1,1
The University of East London,2,38,enrolment,1,1
The University of East London,3,54,enrolment,1,1
The University of East London,4,69,enrolment,1,1
The University of East London,5,78,enrolment,1,1
The University of East London,6,83,enrolment,1,1
The University of East London,7,88,enrolment,1,1
The University of East London,8,92,enrolment,1,1
The University of East London,9,96,enrolment,1,1
The University of East London,10,100,enrolment,1,1
Roehampton University,0,0,enrolment,1,1
Roehampton University,1,16,enrolment,1,1
Roehampton University,2,34,enrolment,1,1
Roehampton University,3,49,enrolment,1,1
Roehampton University,4,61,enrolment,1,1
Roehampton University,5,71,enrolment,1,1
Roehampton University,6,78,enrolment,1,1
Roehampton University,7,83,enrolment,1,1
Roehampton University,8,90,enrolment,1,1
Roehampton University,9,94,enrolment,1,1
Roehampton University,10,100,enrolment,1,1
Canterbury Christ Church University,0,0,enrolment,1,1
Canterbury Christ Church University,1,8,enrolment,1,1
Canterbury Christ Church University,2,16,enrolment,1,1
Canterbury Christ Church University,3,27,enrolment,1,1
Canterbury Christ Church University,4,40,enrolment,1,1
Canterbury Christ Church University,5,53,enrolment,1,1
Canterbury Christ Church University,6,67,enrolment,1,1
Canterbury Christ Church University,7,79,enrolment,1,1
Canterbury Christ Church University,8,89,enrolment,1,1
Canterbury Christ Church University,9,96,enrolment,1,1
Canterbury Christ Church University,10,100,enrolment,1,1
London South Bank University,0,0,enrolment,1,1
London South Bank University,1,19,enrolment,1,1
London South Bank University,2,36,enrolment,1,1
London South Bank University,3,49,enrolment,1,1
London South Bank University,4,63,enrolment,1,1
London South Bank University,5,72,enrolment,1,1
London South Bank University,6,79,enrolment,1,1
London South Bank University,7,85,enrolment,1,1
London South Bank University,8,89,enrolment,1,1
London South Bank University,9,94,enrolment,1,1
London South Bank University,10,100,enrolment,1,1
"City St George's, University of London",0,0,enrolment,1,1
"City St George's, University of London",1,17,enrolment,1,1
"City St George's, University of London",2,32,enrolment,1,1
"City St George's, University of London",3,46,enrolment,1,1
"City St George's, University of London",4,61,enrolment,1,1
"City St George's, University of London",5,72,enrolment,1,1
"City St George's, University of London",6,78,enrolment,1,1
"City St George's, University of London",7,82,enrolment,1,1
"City St George's, University of London",8,85,enrolment,1,1
"City St George's, University of London",9,88,enrolment,1,1
"City St George's, University of London",10,100,enrolment,1,1
Goldsmiths College,0,0,enrolment,1,1
Goldsmiths College,1,15,enrolment,1,1
Goldsmiths College,2,28,enrolment,1,1
Goldsmiths College,3,42,enrolment,1,1
Goldsmiths College,4,55,enrolment,1,1
Goldsmiths College,5,63,enrolment,1,1
Goldsmiths College,6,70,enrolment,1,1
Goldsmiths College,7,76,enrolment,1,1
Goldsmiths College,8,83,enrolment,1,1
Goldsmiths College,9,89,enrolment,1,1
Goldsmiths College,10,100,enrolment,1,1
Bath Spa University,0,0,enrolment,1,1
Bath Spa University,1,2,enrolment,1,1
Bath Spa University,2,6,enrolment,1,1
Bath Spa University,3,11,enrolment,1,1
Bath Spa University,4,16,enrolment,1,1
Bath Spa University,5,26,enrolment,1,1
Bath Spa University,6,42,enrolment,1,1
Bath Spa University,7,58,enrolment,1,1
Bath Spa University,8,75,enrolment,1,1
Bath Spa University,9,88,enrolment,1,1
Bath Spa University,10,100,enrolment,1,1
The University of Wolverhampton,0,0,enrolment,1,1
The University of Wolverhampton,1,15,enrolment,1,1
The University of Wolverhampton,2,29,enrolment,1,1
The University of Wolverhampton,3,43,enrolment,1,1
The University of Wolverhampton,4,59,enrolment,1,1
The University of Wolverhampton,5,70,enrolment,1,1
The University of Wolverhampton,6,78,enrolment,1,1
The University of Wolverhampton,7,85,enrolment,1,1
The University of Wolverhampton,8,90,enrolment,1,1
The University of Wolverhampton,9,96,enrolment,1,1
The University of Wolverhampton,10,100,enrolment,1,1
The University of Salford,0,0,enrolment,1,1
The University of Salford,1,9,enrolment,1,1
The University of Salford,2,19,enrolment,1,1
The University of Salford,3,31,enrolment,1,1
The University of Salford,4,44,enrolment,1,1
The University of Salford,5,55,enrolment,1,1
The University of Salford,6,64,enrolment,1,1
The University of Salford,7,72,enrolment,1,1
The University of Salford,8,83,enrolment,1,1
The University of Salford,9,93,enrolment,1,1
The University of Salford,10,100,enrolment,1,1
University of Northumbria at Newcastle,0,0,enrolment,1,1
University of Northumbria at Newcastle,1,4,enrolment,1,1
University of Northumbria at Newcastle,2,10,enrolment,1,1
University of Northumbria at Newcastle,3,18,enrolment,1,1
University of Northumbria at Newcastle,4,29,enrolment,1,1
University of Northumbria at Newcastle,5,39,enrolment,1,1
University of Northumbria at Newcastle,6,49,enrolment,1,1
University of Northumbria at Newcastle,7,59,enrolment,1,1
University of Northumbria at Newcastle,8,71,enrolment,1,1
University of Northumbria at Newcastle,9,88,enrolment,1,1
University of Northumbria at Newcastle,10,100,enrolment,1,1
"St Mary's University, Twickenham",0,0,enrolment,1,1
"St Mary's University, Twickenham",1,6,enrolment,1,1
"St Mary's University, Twickenham",2,15,enrolment,1,1
"St Mary's University, Twickenham",3,27,enrolment,1,1
"St Mary's University, Twickenham",4,40,enrolment,1,1
"St Mary's University, Twickenham",5,52,enrolment,1,1
"St Mary's University, Twickenham",6,62,enrolment,1,1
"St Mary's University, Twickenham",7,71,enrolment,1,1
"St Mary's University, Twickenham",8,80,enrolment,1,1
"St Mary's University, Twickenham",9,90,enrolment,1,1
"St Mary's University, Twickenham",10,100,enrolment,1,1
The University of Bradford,0,0,enrolment,1,1
The University of Bradford,1,16,enrolment,1,1
The University of Bradford,2,30,enrolment,1,1
The University of Bradford,3,43,enrolment,1,1
The University of Bradford,4,68,enrolment,1,1
The University of Bradford,5,80,enrolment,1,1
The University of Bradford,6,85,enrolment,1,1
The University of Bradford,7,89,enrolment,1,1
The University of Bradford,8,92,enrolment,1,1
The University of Bradford,9,94,enrolment,1,1
The University of Bradford,10,100,enrolment,1,1
The University of York,0,0,enrolment,1,1
The University of York,1,2,enrolment,1,1
The University of York,2,5,enrolment,1,1
The University of York,3,9,enrolment,1,1
The University of York,4,15,enrolment,1,1
The University of York,5,23,enrolment,1,1
The University of York,6,34,enrolment,1,1
The University of York,7,46,enrolment,1,1
The University of York,8,60,enrolment,1,1
The University of York,9,76,enrolment,1,1
The University of York,10,100,enrolment,1,1
The University of Greenwich,0,0,enrolment,1,1
The University of Greenwich,1,16,enrolment,1,1
The University of Greenwich,2,31,enrolment,1,1
The University of Greenwich,3,46,enrolment,1,1
The University of Greenwich,4,61,enrolment,1,1
The University of Greenwich,5,70,enrolment,1,1
The University of Greenwich,6,79,enrolment,1,1
The University of Greenwich,7,85,enrolment,1,1
The University of Greenwich,8,91,enrolment,1,1
The University of Greenwich,9,96,enrolment,1,1
The University of Greenwich,10,100,enrolment,1,1
The University of Cambridge,0,0,enrolment,1,1
The University of Cambridge,1,1,enrolment,1,1
The University of Cambridge,2,3,enrolment,1,1
The University of Cambridge,3,6,enrolment,1,1
The University of Cambridge,4,11,enrolment,1,1
The University of Cambridge,5,17,enrolment,1,1
The University of Cambridge,6,25,enrolment,1,1
The University of Cambridge,7,36,enrolment,1,1
The University of Cambridge,8,45,enrolment,1,1
The University of Cambridge,9,59,enrolment,1,1
The University of Cambridge,10,100,enrolment,1,1
Leeds Trinity University,0,0,enrolment,1,1
Leeds Trinity University,1,7,enrolment,1,1
Leeds Trinity University,2,16,enrolment,1,1
Leeds Trinity University,3,25,enrolment,1,1
Leeds Trinity University,4,37,enrolment,1,1
Leeds Trinity University,5,51,enrolment,1,1
Leeds Trinity University,6,63,enrolment,1,1
Leeds Trinity University,7,73,enrolment,1,1
Leeds Trinity University,8,83,enrolment,1,1
Leeds Trinity University,9,93,enrolment,1,1
Leeds Trinity University,10,100,enrolment,1,1
The University of Sheffield,0,0,enrolment,1,1
The University of Sheffield,1,2,enrolment,1,1
The University of Sheffield,2,5,enrolment,1,1
The University of Sheffield,3,10,enrolment,1,1
The University of Sheffield,4,17,enrolment,1,1
The University of Sheffield,5,26,enrolment,1,1
The University of Sheffield,6,37,enrolment,1,1
The University of Sheffield,7,49,enrolment,1,1
The University of Sheffield,8,64,enrolment,1,1
The University of Sheffield,9,83,enrolment,1,1
The University of Sheffield,10,100,enrolment,1,1
Queen Mary University of London,0,0,enrolment,1,1
Queen Mary University of London,1,13,enrolment,1,1
